matchId,t1Dragons,t2Dragons,t1Rift,t2Rift,topGoldDiff,jgGoldDiff,midGoldDiff,adcGoldDiff,suppGoldDiff,timePlay,winloss,top1,jug1,mid1,adc1,sp1,top2,jug2,mid2,adc2,sp2
NA1_4246867983,2,0,0,0,2336,-1008,1383,731,683,1752,100,Gangplank,Zac,Zed,Ashe,Leona,Jax,Khazix,Ekko,Lucian,Nautilus
NA1_4249810674,1,1,0,1,936,1694,216,1817,2023,925,100,Gnar,Khazix,Vex,Ezreal,Brand,Yorick,Udyr,Yone,Ziggs,Pantheon
NA1_4260329763,0,2,0,1,-846,-1472,-5485,-2755,-339,911,200,Fiora,Rengar,Viktor,Kaisa,Galio,Teemo,Diana,Graves,Zeri,Pyke
NA1_4253638363,0,1,1,0,1312,397,1266,486,874,2800,200,Tryndamere,Ezreal,Varus,LeeSin,Karma,Graves,Volibear,Corki,Jinx,Lux
NA1_4259164367,0,1,0,1,-1981,2913,-114,83,-226,2189,200,Cassiopeia,Nocturne,Xerath,Zeri,Nami,Volibear,Kayn,Akshan,Ezreal,Seraphine
NA1_4246691567,2,0,0,1,101,-1400,1125,974,133,1872,200,Rengar,Volibear,Ekko,Zed,Lissandra,Chogath,MonkeyKing,Yone,Seraphine,Brand
NA1_4252260889,0,0,0,0,-666,30,1108,939,379,1535,100,Irelia,Ekko,Yone,Caitlyn,Leblanc,Cassiopeia,LeeSin,Yasuo,Aphelios,Sona
NA1_4248227233,2,0,1,0,-150,205,-1980,1463,1159,1441,100,Urgot,Shyvana,Vladimir,Zeri,Nautilus,Darius,LeeSin,Akali,Jhin,Thresh
NA1_4242993207,1,0,1,0,165,-250,-2135,1126,632,1620,200,Garen,XinZhao,Fizz,Jhin,Neeko,Jax,Nidalee,Twitch,Samira,Lux
NA1_4242265575,1,0,1,0,-1297,1201,473,1081,1432,2063,100,Quinn,JarvanIV,Caitlyn,Tryndamere,Lux,Yorick,Shyvana,Corki,Jhin,Ziggs
NA1_4248293379,0,2,1,0,1293,834,15,-403,-829,1972,200,Diana,Garen,Qiyana,Jinx,Lulu,Ekko,Viego,Kaisa,Twitch,Yuumi
NA1_4251437938,1,0,0,1,2683,2818,851,411,-675,1659,100,Teemo,Hecarim,Lux,Ashe,Alistar,Urgot,Kayn,Akali,Kaisa,Pyke
NA1_4257876871,1,0,0,0,-595,904,514,-1499,-972,1824,100,Quinn,JarvanIV,Syndra,Caitlyn,Thresh,TahmKench,XinZhao,Vladimir,Samira,Pyke
NA1_4254104785,1,0,0,0,3202,485,-736,1156,1814,958,100,Malphite,Khazix,Corki,Kaisa,RekSai,Teemo,Hecarim,Qiyana,Vayne,Blitzcrank
NA1_4241268586,0,1,0,1,2809,347,3217,1362,94,2517,100,Tryndamere,MasterYi,Ziggs,Samira,Blitzcrank,Graves,Khazix,Malzahar,Soraka,Lux
NA1_4257422775,1,0,0,0,1304,-955,4429,-1363,-75,2067,100,Yorick,Lillia,Yone,Twitch,Morgana,Fiora,Diana,Sylas,Sivir,Soraka
NA1_4251214961,0,2,1,0,1781,1894,-192,-1655,376,1800,100,Aatrox,Evelynn,Veigar,Jhin,Zyra,Graves,DrMundo,Jinx,Samira,Brand
NA1_4250706808,0,1,1,0,-879,949,1239,-1561,-1648,2720,100,Darius,Viego,Katarina,Caitlyn,Anivia,Mordekaiser,Lillia,Pantheon,Jinx,Karma
NA1_4245559268,2,0,0,0,2197,0,-186,1295,1545,1962,200,Tryndamere,Teemo,Galio,Kalista,Pantheon,Camille,MasterYi,Ryze,Vayne,Soraka
NA1_4251207176,2,0,1,0,5294,985,2357,666,742,949,100,Yone,Nidalee,Galio,Caitlyn,Bard,Singed,Trundle,Viktor,Twitch,Ashe
NA1_4257247315,2,0,0,0,1035,-230,299,596,-695,2070,200,Camille,Vi,Vex,Lucian,Nami,Kayle,Amumu,Yasuo,Ezreal,Xerath
NA1_4258158465,1,0,0,0,2339,-462,86,621,787,1466,100,Sett,Trundle,Annie,Jinx,Zilean,Nasus,Darius,Ryze,Ezreal,Amumu
NA1_4253601411,1,1,1,0,548,-1327,131,-2556,-358,1526,200,Singed,Camille,Irelia,MissFortune,Bard,Darius,LeeSin,Vladimir,Tristana,Sona
NA1_4252525420,1,0,1,0,1059,793,523,1233,1596,1424,100,Sion,Shaco,Yasuo,Yone,Seraphine,Darius,Graves,Zed,Varus,Yuumi
NA1_4242185247,2,0,1,0,-2056,1247,825,-128,-1118,2226,100,Urgot,Kayn,Lissandra,Ezreal,Thresh,Mordekaiser,Trundle,Ahri,Jhin,Lux
NA1_4257257814,1,0,0,1,12,-488,246,-916,216,1679,100,Teemo,Hecarim,Kayle,Zeri,Senna,Kled,Jax,Ahri,MissFortune,Lux
NA1_4240296323,1,1,0,1,2594,-405,-96,709,93,1438,100,Alistar,JarvanIV,Ryze,Ashe,Tryndamere,Jax,Khazix,Leblanc,Draven,Blitzcrank
NA1_4236708947,1,0,1,0,-1439,-1745,-798,715,-850,1298,200,Irelia,Kindred,Cassiopeia,Tristana,Lulu,Katarina,Rengar,Corki,Zeri,Neeko
NA1_4239444481,0,1,0,0,0,0,0,0,0,623,200,Vladimir,Rengar,TwistedFate,Samira,Soraka,Lucian,MasterYi,Talon,Zeri,Xerath
NA1_4256636535,1,1,0,1,886,564,396,-921,85,2132,200,Sion,Shaco,Vex,Lucian,Alistar,Garen,Viego,Rumble,Veigar,Nautilus
NA1_4246648067,0,2,1,0,2256,-485,-210,-1989,-597,2041,200,Olaf,Kindred,Ahri,Ashe,Galio,Irelia,Shaco,TwistedFate,Vayne,Neeko
NA1_4249844262,1,1,1,0,-156,678,1357,1095,2116,1286,100,Yone,Shyvana,Yasuo,Lucian,Nami,Garen,Hecarim,Pyke,Ezreal,Thresh
NA1_4244225127,1,0,1,0,1505,190,-307,-323,-340,1887,200,Mordekaiser,Hecarim,Cassiopeia,Lucian,Yuumi,Shyvana,Poppy,Pyke,Samira,Nautilus
NA1_4245015342,2,0,0,1,-1954,265,406,1437,529,1574,100,Gragas,Vi,TwistedFate,Kaisa,Lux,Darius,Trundle,Katarina,Ezreal,Morgana
NA1_4247447371,1,0,1,0,760,1343,1171,295,1366,1528,100,Renekton,Evelynn,Irelia,Kaisa,Zyra,Akali,XinZhao,Fizz,Jhin,Rell
NA1_4238764835,2,0,0,0,-79,-211,648,-1031,-381,1765,100,Graves,Khazix,Morgana,Kaisa,Renata,Renekton,LeeSin,Ryze,Ezreal,Karma
NA1_4255986407,0,2,0,1,65,2053,1227,-86,221,2280,200,Darius,Zed,TwistedFate,Xayah,Senna,Urgot,LeeSin,Yone,Lucian,Brand
NA1_4244636206,0,0,1,0,3660,-1388,252,-155,62,2416,200,Irelia,Amumu,Katarina,Jinx,Zilean,Yorick,Karthus,Yone,Samira,Renata
NA1_4258441163,1,0,1,0,1847,786,1880,-347,442,1703,100,Yorick,Warwick,Cassiopeia,Zeri,Sylas,Graves,Shaco,Yone,Kaisa,Soraka
NA1_4241826173,1,1,0,1,-2533,398,1859,-219,978,1742,100,MasterYi,Volibear,Diana,MissFortune,Swain,Olaf,Graves,Zoe,Tristana,Nautilus
NA1_4237404647,0,1,0,1,1675,637,1880,-2807,-2226,2021,100,Gnar,Sion,Viktor,Zeri,Blitzcrank,Vayne,Nocturne,Swain,Samira,Taliyah
NA1_4250062442,2,0,0,1,-2078,1902,1021,1899,704,1917,100,Sett,Vi,Soraka,Ezreal,Karma,Vayne,Kayn,Vex,Jinx,Lux
NA1_4240572341,0,2,0,1,-1039,-246,-2163,-1743,-2124,1531,200,Darius,MasterYi,Malzahar,Jhin,Morgana,Yorick,Udyr,Fizz,MissFortune,Senna
NA1_4238763504,2,0,0,0,-1738,-901,543,-1908,-869,1314,200,Darius,Karthus,Lucian,Jinx,Brand,Renekton,Viego,Viktor,Vayne,Velkoz
NA1_4253149891,0,1,1,0,-259,-1999,-1048,340,642,1593,200,Shen,Chogath,Yone,Caitlyn,Lissandra,Volibear,Kindred,Ryze,Seraphine,Leblanc
NA1_4256136559,0,1,1,0,1152,400,-1934,326,-926,1912,200,Yorick,Diana,Pantheon,Samira,Galio,Kennen,Warwick,Lucian,Jhin,Anivia
NA1_4256408963,2,0,1,0,1018,1376,774,2248,881,1352,100,Sion,Diana,Yasuo,Ezreal,Senna,Karma,Hecarim,Malzahar,Jhin,Renata
NA1_4243358235,1,0,1,0,-3634,-225,-3365,1106,-1678,1117,200,Garen,Olaf,Renekton,Tristana,Nautilus,Tryndamere,Lillia,Kassadin,Ezreal,Brand
NA1_4251777357,1,1,0,1,-3300,-1428,-1577,-75,513,2462,100,Teemo,Ekko,Yasuo,Jinx,Yuumi,Sett,Warwick,Zed,Lucian,Lux
NA1_4254631796,1,0,0,0,809,1465,1524,1180,-532,1714,100,Gnar,Amumu,Zed,Samira,Alistar,Jayce,Shaco,Viktor,Brand,Swain
NA1_4250780101,1,1,0,1,-979,685,-2051,205,504,1766,200,Garen,Vi,Cassiopeia,Xayah,Rakan,Camille,Zac,Yasuo,Vayne,Nautilus
NA1_4248555139,0,1,1,0,4078,-595,-5371,-245,-1629,1653,200,Trundle,JarvanIV,Kaisa,Ezreal,Karma,Chogath,Nunu,Tryndamere,Aphelios,Senna
NA1_4237219116,0,2,0,1,592,57,-26,-623,-977,1790,200,Riven,Kayn,Yone,Xayah,Leona,Mordekaiser,MasterYi,Yasuo,Tristana,Annie
NA1_4244583208,1,1,0,1,433,-947,-2232,1429,-1963,1899,100,Darius,LeeSin,Azir,Vayne,Nautilus,Nasus,Viego,Katarina,Lucian,Senna
NA1_4256565677,0,1,0,0,2287,3016,-5,-1659,-805,1339,100,Tryndamere,Viego,Ahri,Swain,Maokai,Aatrox,Rengar,Veigar,KogMaw,Nami
NA1_4249005127,1,0,0,0,-4800,-132,858,138,-125,1479,200,Quinn,Graves,Akali,Kaisa,Ornn,Aatrox,Rumble,Viktor,Aphelios,Lulu
NA1_4242424156,0,2,1,0,267,635,339,2023,426,2128,200,Gangplank,Trundle,Lucian,MissFortune,Karma,Teemo,Khazix,Ahri,Vayne,Leona
NA1_4240369406,0,2,1,0,693,416,-444,141,-1983,1882,100,Illaoi,Viego,Viktor,Draven,Alistar,Aatrox,Hecarim,Veigar,Varus,Nautilus
NA1_4251395315,2,0,0,0,-250,-248,1300,-235,-167,2656,100,Tryndamere,Zed,Warwick,MissFortune,Morgana,Ornn,Karthus,Ekko,Ezreal,Nami
NA1_4259851266,0,0,0,0,0,0,0,0,0,198,200,Sion,Trundle,Ezreal,Morgana,Garen,Volibear,Ekko,Zeri,Taliyah,
NA1_4244533470,2,0,0,1,1156,-431,2387,-764,365,1665,100,Teemo,Hecarim,Katarina,Ezreal,Pyke,Corki,Viego,Sett,Vayne,Rell
NA1_4242384721,0,0,0,0,-514,406,-371,-1335,-670,1624,200,Tryndamere,Evelynn,Viktor,Jinx,Senna,Jax,Shaco,Akali,Sivir,Zyra
NA1_4252642115,0,1,1,0,-200,868,1754,-2751,-1999,1526,100,Graves,Khazix,Irelia,Jinx,Lulu,Jayce,Kayn,Leblanc,Ezreal,Seraphine
NA1_4252547821,1,1,1,0,1792,-73,2986,184,360,1316,100,Akali,Nocturne,Anivia,Ashe,Leona,Garen,Viego,Varus,Caitlyn,Blitzcrank
NA1_4245581234,0,1,1,0,-2618,434,-361,2114,-63,2087,100,Kayle,Evelynn,Katarina,Vayne,Pantheon,Gangplank,Lillia,Neeko,Jhin,Senna
NA1_4243330197,1,1,0,1,-3478,-3038,-3176,-1203,-1024,1220,200,Nasus,Nocturne,Syndra,Vayne,Nautilus,Tryndamere,Skarner,Draven,Veigar,Blitzcrank
NA1_4252491826,0,1,0,1,-2718,-719,-2428,-2766,-1957,1301,200,Kled,Nocturne,Qiyana,Cassiopeia,Nami,Jayce,Hecarim,Syndra,Jhin,Lux
NA1_4257900086,1,0,0,1,-893,2914,231,-666,-822,1638,100,Jayce,Kayn,Annie,Kaisa,Nautilus,Chogath,Qiyana,Malzahar,Jhin,Xerath
NA1_4237305551,1,1,0,1,-1352,448,1475,1681,440,1849,100,Teemo,Volibear,Lux,Tristana,Soraka,Fiora,MasterYi,Viktor,Jhin,Sona
NA1_4240438648,0,1,1,0,-2005,614,-1593,91,1459,1699,200,Urgot,Rengar,Katarina,Draven,Thresh,Illaoi,Nidalee,Yasuo,Jinx,Nautilus
NA1_4258007407,0,2,0,1,-945,-1938,677,-770,-2375,1403,200,Malphite,Kayn,Lissandra,Caitlyn,Soraka,Teemo,Graves,Sion,Zeri,Senna
NA1_4246550266,0,1,1,0,-689,-328,2485,-1376,1235,1631,200,Nasus,Gwen,Mordekaiser,Jhin,Anivia,Sylas,Trundle,Irelia,Samira,Sona
NA1_4244600525,0,2,1,0,2925,1392,-491,-178,-716,2344,200,Sett,FiddleSticks,Vex,Jinx,Blitzcrank,Ornn,Viego,Heimerdinger,Ziggs,Lux
NA1_4252968167,1,0,0,1,-1956,1323,28,-1115,652,2015,100,Ornn,LeeSin,Katarina,Aphelios,Morgana,Jax,Hecarim,Teemo,Draven,Alistar
NA1_4257180901,1,1,0,0,1273,474,593,-2886,-1389,2344,100,Ornn,Viego,Veigar,Jhin,Nami,Camille,Zac,Viktor,Vayne,Zyra
NA1_4250439895,1,1,0,1,159,-91,-2565,-2972,586,1839,200,Sylas,Karthus,Pantheon,Aphelios,Senna,DrMundo,Diana,Yone,Zeri,Thresh
NA1_4245557488,1,0,0,1,-1559,636,838,-967,-75,2036,200,Garen,MasterYi,Veigar,Samira,Nautilus,Yone,Karthus,Katarina,Kaisa,Blitzcrank
NA1_4248666260,0,1,0,1,1405,1369,-1683,-372,-1171,1843,100,Gangplank,Lillia,Yone,Vayne,Nautilus,Sett,Zac,Kayle,Ashe,Blitzcrank
NA1_4251569803,1,0,0,1,2161,-774,-919,3472,1073,1661,100,Riven,Diana,Zoe,Jinx,Thresh,Singed,LeeSin,Azir,MissFortune,Morgana
NA1_4247199356,1,0,0,1,1103,1596,-483,231,195,1469,100,Gwen,Ekko,Yasuo,Jhin,TahmKench,Aatrox,XinZhao,Ahri,Varus,Thresh
NA1_4248278754,0,2,1,0,-681,-591,1288,-1988,-100,1348,200,Garen,Viego,Katarina,Vayne,Bard,Volibear,Warwick,Lissandra,Jinx,Nautilus
NA1_4254576680,0,1,0,0,-3842,121,278,-892,-793,1780,200,Jax,Diana,Malzahar,Caitlyn,Malphite,Gangplank,Yone,Velkoz,Ezreal,Brand
NA1_4258132181,0,1,1,0,429,-2091,1885,-1012,217,1859,200,Kayle,Amumu,Azir,Kaisa,Xerath,Aatrox,Hecarim,Vladimir,KogMaw,Yuumi
NA1_4255336421,1,0,1,0,2249,1327,1001,-1274,679,1377,100,Corki,Hecarim,Kayle,Ashe,Pyke,Quinn,Zac,Zilean,Zeri,Blitzcrank
NA1_4252597484,0,2,0,1,1510,-390,-841,-399,-609,1741,200,Veigar,Kayn,Kayle,Ezreal,Soraka,Garen,Poppy,Ryze,MissFortune,Lux
NA1_4237284361,1,1,1,0,678,688,1020,864,668,1435,100,Jayce,DrMundo,Singed,Twitch,Rakan,Kassadin,Rengar,Malphite,Jinx,Lulu
NA1_4259155489,0,1,1,0,2931,655,183,1868,1215,1432,100,Mordekaiser,Diana,Malphite,Jinx,Zyra,Renekton,Kindred,Katarina,Vayne,TahmKench
NA1_4247831026,0,2,0,1,-1331,-1528,-1595,613,-927,1383,200,Camille,Khazix,Kaisa,Jinx,Nami,Sett,Nunu,Anivia,Ezreal,Lux
NA1_4244772211,1,1,0,0,2867,905,-54,-1488,1169,1887,100,Darius,Nocturne,Yone,Lucian,Pyke,Fiora,Kayn,Brand,Tristana,Lux
NA1_4254307793,1,0,1,0,604,2411,-46,217,671,2413,100,Yorick,RekSai,Zed,Jhin,Karma,Ekko,Rammus,Akali,MissFortune,Morgana
NA1_4242300785,0,2,1,0,2789,392,-5,-1651,117,2174,200,Jax,Nocturne,Ekko,Samira,Thresh,Fiora,MasterYi,Leblanc,Tristana,Lulu
NA1_4240386360,1,1,1,0,-979,291,-968,2557,1317,1791,200,Shen,Rengar,Ekko,Jinx,Galio,Garen,Kaisa,Yasuo,Jhin,Karma
NA1_4254981040,0,2,0,1,-1085,-18,-28,470,-1931,1712,200,Shen,Kindred,Veigar,Samira,Zac,Malzahar,Darius,Trundle,Senna,Seraphine
NA1_4254710688,0,1,0,1,-216,-1586,604,108,-13,1883,200,Akshan,Zac,Jayce,Kaisa,Lulu,Darius,Volibear,Ahri,Varus,Ashe
NA1_4247154285,2,0,1,0,5253,1591,296,2141,-25,1343,100,Tryndamere,MasterYi,Anivia,Zeri,Lulu,Quinn,Sejuani,Diana,Vayne,Lux
NA1_4250426623,2,0,1,0,1155,1233,1216,3492,2203,1776,100,Teemo,Hecarim,Leblanc,Vayne,Blitzcrank,Garen,Viego,Lux,Jinx,Leona
NA1_4248602730,2,0,1,0,1604,2025,-1667,-1655,-806,1625,100,Darius,MasterYi,Karma,MissFortune,Nautilus,Chogath,Zed,Varus,Twitch,Pyke
NA1_4249501751,0,1,1,0,1433,-27,495,-1832,-504,1782,200,Cassiopeia,Khazix,Ziggs,Jinx,Lulu,Anivia,Kayn,Sylas,Vayne,Nautilus
NA1_4248215902,1,0,0,1,-1975,230,555,1451,372,1720,100,Malphite,Graves,Vex,Jinx,Morgana,Sett,Shaco,Sylas,Annie,Bard
NA1_4244057130,1,1,1,0,-2,1480,1872,894,80,1797,100,Teemo,Udyr,Sylas,MissFortune,Zilean,Aatrox,Lillia,Irelia,Jinx,Lux
NA1_4245690014,1,1,1,0,0,0,0,0,0,746,100,Kennen,Shaco,Viktor,Karthus,Pyke,Yorick,Viego,Ahri,Ashe,MissFortune
NA1_4245135996,1,0,1,0,-2238,498,314,-1854,-516,1348,200,Galio,FiddleSticks,Veigar,Twitch,Ashe,Nasus,Shaco,Lux,Kaisa,Pantheon
NA1_4250418111,2,0,1,0,-325,1496,1787,372,724,1596,100,Ashe,Volibear,Lissandra,MissFortune,Lux,Mordekaiser,Kayn,Kassadin,Ezreal,Morgana
NA1_4252117931,1,0,0,0,-598,156,2201,-2936,-664,1738,200,Chogath,Sejuani,Akali,Vayne,Thresh,Fiora,Volibear,Azir,Lucian,Karma
NA1_4239229458,1,1,0,1,-604,-456,704,1653,1781,2414,200,Singed,Zac,Nautilus,Ezreal,Brand,Mordekaiser,Sejuani,Ziggs,Caitlyn,Janna
NA1_4256933809,2,0,0,1,-1814,394,1500,-2558,-1159,1774,100,Mordekaiser,Graves,Zed,Veigar,Thresh,Yorick,Nocturne,Ekko,Zeri,Morgana
NA1_4255610361,2,0,1,0,2214,907,1690,848,658,1113,100,Yone,MasterYi,Shaco,Jhin,Blitzcrank,Sion,Graves,Kaisa,Samira,Nami
NA1_4245571441,0,2,0,1,2317,-1237,1765,-1068,-1627,2205,200,Nasus,Hecarim,Yasuo,Ashe,Lulu,Malphite,MasterYi,Ahri,Vayne,Soraka
NA1_4252974704,2,0,0,1,1369,48,3389,213,1575,1690,100,Mordekaiser,Darius,Akshan,Brand,Senna,Vayne,LeeSin,Fizz,Ashe,Renata
NA1_4259052155,2,0,0,1,987,952,-906,3115,-469,1218,100,Yasuo,Vi,Karthus,Vayne,Leona,Yorick,Nunu,Singed,Zeri,Morgana
NA1_4259063898,2,0,0,1,-1974,280,122,462,226,1526,100,Camille,Hecarim,Vex,Jinx,Braum,Tryndamere,FiddleSticks,Vladimir,Samira,Nautilus
NA1_4256756676,0,2,0,1,-2123,934,-548,-1037,152,1666,100,Jax,Warwick,Pyke,Ziggs,Lux,Sett,Trundle,Yasuo,Jinx,Alistar
NA1_4253324134,0,1,1,0,-1148,258,1130,201,275,1829,100,Fiora,Amumu,Vex,Lucian,Rakan,Yorick,Hecarim,Akali,Aphelios,Lulu
NA1_4236081598,2,0,1,0,583,849,999,1305,1646,1268,100,Illaoi,Nunu,Akshan,Jhin,Velkoz,Sett,LeeSin,Leblanc,Jinx,Soraka
NA1_4248766843,0,1,1,0,-185,2452,630,-906,217,1790,200,Yorick,Nocturne,Galio,Kaisa,Shen,Sett,Twitch,Singed,Vayne,Leona
NA1_4252537693,1,1,0,0,-1168,-1166,-747,-2065,-809,1304,200,Irelia,Hecarim,Lux,Jhin,Seraphine,Ornn,Zac,Yasuo,Ezreal,Nami
NA1_4251209752,2,0,1,0,136,-22,2139,262,383,1577,100,Trundle,JarvanIV,Karma,Kaisa,Rakan,Sett,Taliyah,Caitlyn,Qiyana,Swain
NA1_4250654747,1,1,0,0,65,-581,1447,-1647,1618,1956,200,Jayce,Hecarim,Zed,Nami,Caitlyn,Tryndamere,Diana,Anivia,Samira,Leona
NA1_4251981382,1,1,0,0,-2061,1435,-304,349,351,1695,100,Darius,Graves,Corki,Ezreal,Lux,Sion,Zac,Leblanc,Kaisa,Lulu
NA1_4253387950,0,1,0,1,277,-530,-853,432,434,1693,100,Volibear,Viego,Lux,Lucian,Bard,Irelia,XinZhao,Katarina,Kaisa,Ashe
NA1_4254639484,1,1,0,0,-1836,1095,-2600,-5,-65,1721,200,Yasuo,Graves,Katarina,Kaisa,Janna,Yorick,Vi,Neeko,MissFortune,Rell
NA1_4245107739,1,0,0,1,-1320,-103,872,1695,1217,1751,100,Malzahar,Volibear,Akshan,Jhin,Lux,Urgot,Viego,Irelia,TahmKench,Soraka
NA1_4244359282,0,2,0,0,327,833,-2586,-3023,-973,1708,200,Malphite,Zac,Annie,Draven,Pyke,Jax,Skarner,Vex,Tristana,Blitzcrank
NA1_4249994858,1,0,0,1,-1265,1708,116,1001,1070,1874,200,Jax,Khazix,Ahri,Jinx,Thresh,MonkeyKing,Rammus,Qiyana,Lucian,Yuumi
NA1_4255866943,1,0,0,1,746,1395,-801,1697,908,1216,100,Vayne,Jax,Akali,MissFortune,Zilean,Garen,Nunu,Akshan,Jhin,Lulu
NA1_4245496191,1,1,1,0,2276,-1611,-1952,-5,-455,2555,100,Chogath,MonkeyKing,Singed,KogMaw,Lulu,Ornn,Trundle,Velkoz,Ezreal,Yuumi
NA1_4251987492,1,1,1,0,2285,-496,-634,-702,-1492,1555,200,Aatrox,Nunu,Vex,Jinx,Shen,Volibear,MasterYi,TwistedFate,Draven,Lux
NA1_4255386633,1,0,0,1,36,-1110,-2265,-1525,-210,1468,200,DrMundo,Yuumi,Katarina,Lucian,Zac,Karthus,Mordekaiser,Chogath,Jinx,Nautilus
NA1_4254848508,2,0,1,0,-319,875,1635,-1633,-23,2034,100,Graves,XinZhao,Neeko,Vayne,Karma,Renekton,MasterYi,Viktor,Lucian,Nami
NA1_4248703504,1,0,0,1,-996,-1473,-2082,729,1943,1999,100,Malphite,Ivern,Veigar,Lucian,Brand,Nasus,Amumu,Lux,Jinx,Lulu
NA1_4245242404,0,2,0,1,917,-636,-5967,-1087,-1173,1738,200,Akali,Diana,Tristana,Seraphine,Gangplank,Zac,Zed,Vayne,Zyra,
